Unnamed: 0,price,S(m2),bedrooms,WCs,Address,Direction,news_code,date,content,title,link,Keyword_1,Keyword_2,Keyword_3
1502,"
														1.7 tỷ																											",86.0,2.0,2.0,,,80330.0, 08:40 22/04/2022,chung cư cao cấp greenpearl lê thái tổ tp bắc ninh chuẩn bị bàn giao duy nhất suất ngoại giao giảm triệu so với giá chính thức cho khách hàng trong tháng ? chỉ tr sở hữu ngay căn hộ cao cấp bậc bắc ninh chính sách ưu đãi trực tiếp chủ đầu tư ưu đãi gtch hỗ trợ vay trả góp cùng với hỗ trợ lãi suất liên hệ chi tiết ? tặng phí dịch vụ ----------------------------------- diện tích căn hộ căn 1pn wc 45-47 m2 căn 2pn 2wc 74-86 m2 căn 3pn 2wc m2các 2pn 3pn thiết kế logia giúp không gian thoáng mát,"['duy nhất', 'suất', 'ngoại giao', 'giảm', 'triệu', 'so với', 'giá', 'chính thức', 'cho', 'khách hàng', 'trong', 'tháng']",https://batdongsan.vn/duy-nhat-3-suat-ngoai-giao-giam-40-trieu-so-voi-gia-chinh-thuc-cho-khach-hang-trong-thang-4-r80330,"['pn', 'wc', 'suất', 'đãi', 'greenpearl', 'bắc', 'ưu', 'gtch', 'logia', 'hỗ']","['wc pn', 'pn wc', 'bắc ninh', 'ưu đãi', 'đãi trực', 'đãi gtch', 'vay góp', 'tổ tp', 'tiết tặng', 'suất liên']","['pn wc pn', 'wc pn wc', 'ưu đãi trực', 'ưu đãi gtch', 'đãi trực tiếp', 'đãi gtch hỗ', 'vay góp hỗ', 'tổ tp bắc', 'trợ vay góp', 'triệu giá thức']"
1172,"
														48 tỷ																											",717.0,,," đường Xô Viết Nghệ Tĩnh , Phường 7 , Tp Đà Lạt , Lâm Đồng ",,80308.0, 08:41 22/04/2022,"chính chủ kẹt tiền gấp lô đất mặt tiền đường xô viết nghệ tĩnh phường tp đà lạt lâm đồng diện tích m2 mặt tiền đất xây dựng m2 lộ giới mật độ xây dựng lợi thế hầm ép cọc vây cọc móng đỗ kè petong kiên cố vị trí đường xô viết nghệ tĩnh khu liên hợp thể thao tiện ích xung quanh bán kính 2km chợ trường 1,2,3 đại học bệnh viện tỉnh lâm đồng vị trí cực thích hợp nhu cầu đầu tư kinh doanh khách sạn nghỉ dưỡng ... pháp lý rõ ràng sổ giá bán tỷ còn thương lượng liên hệ trực tiếp anh tường","['chính', 'chủ', 'kẹt', 'tiền', 'gấp', 'đất', 'mặt tiền', 'đường', 'xô viết', 'nghệ tĩnh', 'p7', 'đà lạt']",https://batdongsan.vn/chinh-chu-ket-tien-can-ban-gap-dat-mat-tien-duong-xo-viet-nghe-tinh-p7-da-lat-r80308,"['xô', 'viết', 'lâm', 'nghệ', 'tĩnh', 'cọc', 'vây', 'petong', 'kè', 'ép']","['đường xô', 'xô viết', 'viết nghệ', 'nghệ tĩnh', 'lâm đồng', 'đỗ kè', 'vây cọc', 'viện tỉnh', 'tĩnh phường', 'tiếp tường']","['đường xô viết', 'xô viết nghệ', 'viết nghệ tĩnh', 'đỗ kè petong', 'đà lạt lâm', 'ép cọc vây', 'xây dựng lợi', 'xây dựng lộ', 'vây cọc móng', 'viện tỉnh lâm']"
14,"
														3.2 tỷ																											",44.0,1.0,1.0,,,80727.0, 08:41 23/04/2022,the aston đẳng cấp giới thượng lưu toạ lạc giao lộ thịnh vượng đường trần phú xóm cồn . the aston luxury residence tầm sông thuỷ kề sông-cận biển trải nghiệm sống khác biệt trọn view hướng đông view biển hướng bắc view sông hướng nam cảnh toàn tttp hướng tây view tháp ponagar thiết kế độc đáo hình gợn sóng đón trọn ánh sáng tự nhiên tầm hoàn hảo tiện ích tiện ích đẳng cấp độc đáo hồ bơi tràn bờ vô cực spa gym thiền khu vui chơi trẻ em đặc biệt phố đi m2 chỉ 1-3 p di chuyển tổ hợp tttp 100 giáp công viên * 100 mặt tiền biển * 250 mặt tiền sông bàn giao hoàn thiện cơ bản cao cấp bao gồm bếp vệ sinh tiêu chuẩn dự kiến bàn giao quý 4/2023 pháp lý sổ hồng lâu dài ngân hàng bảo lãnh pvcombank hỗ trợ vay giá trị hđmbch booking ưu tiên chỗ tr mua hoàn the aston tầm nhìn hoàn hảo,"['the', 'aston', 'đẳng cấp', 'giới', 'thượng lưu']",https://batdongsan.vn/the-aston-dang-cap-cua-gioi-thuong-luu-r80727,"['aston', 'sông', 'tttp', 'tầm', 'hướng', 'view', 'hảo', 'hoàn', 'biển', 'the']","['the aston', 'tầm hoàn', 'hoàn hảo', 'độc đáo', 'đông view', 'đón trọn', 'đáo hồ', 'đáo hình', 'đi di', 'view tháp']","['tầm hoàn hảo', 'ưu tiên chỗ', 'độc đáo hồ', 'độc đáo hình', 'đặc biệt phố', 'đẳng giới thượng', 'đông view biển', 'đón trọn ánh', 'đáo hồ bơi', 'đáo hình gợn']"
540,"
														1.38 tỷ																											",75.0,,1.0, Quất Động-Thường Tín- Hà Nội,,80728.0, 08:41 23/04/2022,cần tiền kinh doanh bán lô đất đẹp quất động thường tín hà nội . ✅ dt mt vị trí đường ô tô chỗ tận đất cách ql1a cách kcn quất động 10.000 công nhân cách trường chợ ubnd bán kính phù hợp mua đầu tư sinh xây nhà trọ thuê dòng tiền liên hệ e duyên tư vấn nhà đất hoàn toàn miễn phí,"['cần', 'tiền', 'kinh doanh', 'bán', 'lô', 'đất', 'đẹp', 'quất động', 'thường tín', 'hà nội']",https://batdongsan.vn/can-tien-kinh-doanh-ban-lo-dat-dep-tai-quat-dong-thuong-tin-ha-noi-r80728,"['quất', 'đất', 'duyên', 'trọ', 'động', 'ubnd', 'dòng', 'ql', 'tín', 'mt']","['quất động', 'động tín', 'đẹp quất', 'đất ql', 'ubnd kính', 'kcn quất', 'doanh lô', 'tiền liên', 'ql kcn', 'nhân trường']","['động tín hà', 'động công nhân', 'đẹp quất động', 'đất đẹp quất', 'đất ql kcn', 'đường tô chỗ', 'xây trọ thuê', 'ubnd kính phù', 'tận đất ql', 'trọ thuê dòng']"
1439,"
														57.5 tỷ																											",50.0,1.0,1.0,,,78744.0, 08:42 14/04/2022,"phân lô ô tô tránh vỉa hè khu vực ổn định sầm uất-tiện ích ngập tràn khu vực đi ổn định cực sầm uất đầy đủ tiện ích xung quanh . + vị trí nằm sát chung cư mipec nối khu đô thị kiến hưng luxury hạ tầng giao thông kết nối khu đô thị thanh hà . + vị trí đẹp đường vỉa hè rộng ô tô dừng đỗ ngày đêm . + tiện ích đầy đủ khu đô thị trường mẫu giáo 1 , tuyến xe bus 22b . + liên hệ mr tùng đi","['bán', 'phân', 'lô', 'mậu', 'lương', 'kiến hưng 50', 'm2', 'mt', 'tỷ']",https://batdongsan.vn/ban-nha-phan-lo-mau-luong-kien-hung-50m2-mt-4m-5x-ty-r78744,"['ổn', 'đô', 'vỉa', 'hè', 'khu', 'định', 'mipec', 'uất', 'sầm', 'nối']","['uất tiện', 'nối khu', 'ổn định', 'khu đô', 'đô thị', 'vỉa hè', 'định sầm', 'định cực', 'đêm tiện', 'đi ổn']","['nối khu đô', 'uất tiện ích', 'sầm uất tiện', 'khu đô thị', 'ổn định sầm', 'ổn định cực', 'đỗ đêm tiện', 'định sầm uất', 'định cực sầm', 'đô thị trường']"
40,"
														1.6 triệu																											",720.0,,," Đường Lê Thánh Tông, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk",,6804.0, 08:42 18/02/2022,cần quán bida tài vip kinh doanh hàng ổn định quanh năm . sang toàn bộ nội thất bàn bàn vip máy lạnh bàn ghế diện tích mx40m mặt tiền đường lê thánh tông liên hệ anh tài,"['cần', 'quán', 'bida', 'mặt tiền']",https://batdongsan.vn/can-sang-quan-bida-mat-tien-lon-r6804,"['vip', 'bàn', 'tài', 'thánh', 'bida', 'mx', 'ghế', 'ổn', 'tông', 'quán']","['định quanh', 'tài vip', 'mx mặt', 'hàng ổn', 'ghế diện', 'bàn vip', 'bàn bàn', 'bida tài', 'vip máy', 'vip kinh']","['ổn định quanh', 'định quanh toàn', 'đường lê thánh', 'vip kinh doanh', 'tông liên hệ', 'tích mx mặt', 'tài vip kinh', 'thất bàn bàn', 'thánh tông liên', 'quán bida tài']"
281,"
														2.63 tỷ																											",56.0,3.0,3.0," lạc long quân, điện dương, điện bàn, quảng nam", Đông-Bắc,80726.0, 08:42 23/04/2022,"chủ đầu tư tập đoàn royal capital uy tín đầu tư chuỗi khách sạn phố cổ hội an với thiết kế 100 % hướng biển hiếm căn hộ resort shantira tận dụng chi tiết kiến trúc khuếch đại cảm xúc nghỉ dưỡng cảnh sắc thiên nhiên từ ban công xanh mát phong cách địa trung hải bình minh biển an bàng tỏa rạng khắp không gian tràn góc gia chủ trải nghiệm kỳ nghỉ tuyệt vời cảm xúc không thể nào quên . điểm nổi bật shantira hội có view biển hiếm cung đường tỷ đô cách mặt biển chân tổng số căn hộ căn cơ cấu sản phẩm studio diện tích 26.7 – 59.2 m2 phòng ngủ diện tích 35.3 – 69,6 m2 phòng ngủ diện tích 72 – 100 m2 phòng ngủ diện tích 105.9 m2 chính sách siêu hấp dẫn chiết khấu giá trị hđ","['căn hộ', 'dưỡng', 'shantira resort spa', 'lãi suất', 'đầu tư']",https://batdongsan.vn/can-ho-nghi-duong-shantira-resort-spa-ho-tro-lai-suat-dau-tu-r80726,"['biển', 'shantira', 'xúc', 'hiếm', 'ngủ', 'cảm', 'nghỉ', 'hội', 'rạng', 'khuếch']","['ngủ diện', 'tích phòng', 'biển hiếm', 'cảm xúc', 'phòng ngủ', 'đại cảm', 'đô mặt', 'xúc thể', 'xúc nghỉ', 'vời cảm']","['phòng ngủ diện', 'ngủ diện tích', 'tích phòng ngủ', 'diện tích phòng', 'đại cảm xúc', 'đô mặt biển', 'xúc thể quên', 'xúc nghỉ dưỡng', 'xanh mát phong', 'vời cảm xúc']"
823,"
														95 nghìn														/tháng													",100.0,,," Dự án KCN Tân Bình, Đường Tây Thạnh, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",,76787.0, 08:43 09/03/2022,cho thuê kho chứa hàng quản lý hàng hóa kcn tân bình . lh 0933.198.496 diện tích thuê đa dạng m2 m2 m2 m2 cho thuê quý thời gian thuê linh động dịch vụ thuê đầu kho thời gian linh động giá cả cạnh tranh khu vực báo cáo nhập xuất tồn xe nâng phục vụ xuống hàng bốc xếp chuyên nghiệp cam kết bồi thường hàng camera giám sát dịch vụ bốc xếp chuyên nghiệp pccc tự động . kho bãi đậu xe tải đêm bảo vệ 24/7 an toàn tuyệt đối ngoài ra khu văn phòng thuê diện tích m2 . lh 0933.198.496,"['cho thuê', 'kho', 'chứa', 'hàng', 'quản lý', 'hàng hóa', 'kcn', 'tân bình', 'giá', 'm2']",https://batdongsan.vn/cho-thue-kho-chua-hang-quan-ly-hang-hoa-tai-kcn-tan-binh-gia-chi-tu-95km2thang-r76787,"['xếp', 'bốc', 'thuê', 'kho', 'vụ', 'động', 'bồi', 'hàng', 'chuyên', 'linh']","['xếp chuyên', 'linh động', 'bốc xếp', 'chuyên nghiệp', 'thời gian', 'đêm bảo', 'vực báo', 'tải đêm', 'tranh khu', 'nâng phục']","['xếp chuyên nghiệp', 'bốc xếp chuyên', 'động kho bãi', 'động giá cạnh', 'đối khu văn', 'đậu xe tải', 'đầu kho thời', 'đêm bảo vệ', 'xe tải đêm', 'xe nâng phục']"
909,"
														7.6 tỷ														/tháng													",200.0,,,,,79175.0, 08:45 15/04/2022,biệt thự góc mặt tiền khu ao sen lửa siêu thị aeon phù hợp kinh doanh cafe văn phòng trường học .... diện tích 10x20 kết cấu lầu sân thượng gía 75 tr thương lượng lh biệt thự góc mặt tiền khu ao sen lửa siêu thị aeon phù hợp kinh doanh cafe văn phòng trường học .... diện tích 10x20 kết cấu lầu sân thượng gía 75 tr thương lượng lh,"['cho thuê', 'biệt thự', 'góc', 'mặt tiền', 'aeon']",https://batdongsan.vn/cho-thue-biet-thu-goc-2-mat-tien-gan-aeon-r79175,"['ao', 'lửa', 'sen', 'aeon', 'gía', 'cafe', 'thượng', 'cấu', 'góc', 'thự']","['sen lửa', 'khu ao', 'ao sen', 'aeon phù', 'thượng gía', 'lửa siêu', 'thự góc', 'thị aeon', 'học diện', 'doanh cafe']","['tiền khu ao', 'thự góc mặt', 'thị aeon phù', 'sen lửa siêu', 'khu ao sen', 'ao sen lửa', 'aeon phù hợp', 'thượng gía tr', 'sân thượng gía', 'lửa siêu thị']"
1874,"
														1.29 tỷ																											",137.0,,, Lê Lợi - Vũng Thần - Hải Lăng, Đông-Bắc,80326.0, 08:46 22/04/2022,đất đầu tư gía rẻ mt ❌ ------------------------- diện tích 137.5 m2 hướng đông bắc đường 9.5 ? gía bán xxx -------------- 0328-772-473 ----------------- đặc điểm đất đẹp cao ráo đầy đủ tiện ích xã hội xung quanh thích hợp đầu tư lẫn an cư lâu dài . ------------------------------- ? địa ốc quảng trị sàn giao dịch bất động sản ? địa chỉ lê duẩn p.đông lương tp. đông hà quảng trị ☎ ️ liên hệ 0328.772.473 em hiếu zalo # địa_ốc_quảng_trị # sàn_giao_dịch_bất_động_sản # kpl_vũng_thần # đất_đầu_tư,"['bán', 'đất', 'đầu tư', 'gía', 'rẻ', 'mt', 'lê lợi', 'vũng', 'thần', 'hải', 'lăng_0328_772_473']",https://batdongsan.vn/ban-dat-dau-tu-gia-re-mt-le-loi-vung-than-hai-lang-0328-772-473-r80326,"['gía', 'đông', 'quảng', 'đất_đầu_tư', 'kpl_vũng_thần', 'trị', 'sàn_giao_dịch_bất_động_sản', 'địa_ốc_quảng_trị', 'hiếu', 'địa']","['quảng trị', 'đường gía', 'mt diện', 'gía rẻ', 'zalo địa_ốc_quảng_trị', 'xxx đặc', 'tư gía', 'sàn_giao_dịch_bất_động_sản kpl_vũng_thần', 'rẻ mt', 'kpl_vũng_thần đất_đầu_tư']","['đầu tư gía', 'đường gía xxx', 'tư gía rẻ', 'rẻ mt diện', 'mt diện tích', 'gía rẻ mt', 'bắc đường gía', 'địa_ốc_quảng_trị sàn_giao_dịch_bất_động_sản kpl_vũng_thần', 'zalo địa_ốc_quảng_trị sàn_giao_dịch_bất_động_sản', 'xxx đặc đất']"
1994,"
														3.24 tỷ																											",83.0,2.0,2.0, Khu đô thị Tây Hồ Tây, Đông,80087.0, 08:50 21/04/2022,nhà mua căn hộ dự án th element gia đình định cư hẳn nước ngoài việt nam căn hộ diện tích căn hộ m2 thiết kế phòng ngủ phòng bếp sẵn tủ kệ bếp bếp hút mùi thiết bị vệ sinh nóng lạnh đầy đủ điều hòa phòng tủ quần áo tủ giày nội thất nhập khẩu đức nếu lh toàn gọi ít nhất tiếng sắp xếp mở cửa căn hộ miễn trung gian,"['gia đình', 'ngủ', 'm2', 'ban công', 'hướng', 'nam', 'tầng', 'view hồ tây cực', 'mát', 'sổ đỏ', 'sẵn']",https://batdongsan.vn/gia-dinh-toi-co-can-2-ngu-88m2-ban-cong-huong-nam-tang-22-view-ho-tay-cuc-mat-so-do-co-san-0393686383-r80087,"['tủ', 'hộ', 'bếp', 'hẳn', 'element', 'giày', 'phòng', 'kệ', 'xếp', 'mùi']","['đức lh', 'án th', 'xếp cửa', 'toàn gọi', 'tiếng xếp', 'mùi thiết', 'lh toàn', 'khẩu đức', 'hẳn việt', 'giày nội']","['đức lh toàn', 'định cư hẳn', 'đình định cư', 'án th element', 'xếp cửa hộ', 'tủ kệ bếp', 'tủ giày nội', 'toàn gọi tiếng', 'tiếng xếp cửa', 'th element gia']"
1030,"
														4.1 tỷ																											",350.0,,, Đường Tản Đà, Tây,25321.0, 08:51 20/02/2022,shophouse the milan khẳng định vị thế tiên phong thị trường bảo lộc sở hữu vị trí siêu đẹp tựa sơn hướng thuỷ ✅ dòng sản phẩm khách hàng yêu thích khan hiếm không gian wellness living ? ôm trọn công viên chủ đề central park ha tất cả mặt tiền đường lát đá 100 % đa dạng công năng sử dụng nghỉ dưỡng kinh doanh thuê ? gói chính sách ưu đãi cam kết thuê tương đương triệu ? giá đợt đầu tiên the milan ? ̣ ̂ ? ̣ ̂ ? ̛ ́ nhà phố thương mại sun valley bảo lộc,"['shophouse', 'thương mại', 'đầu tiên', 'tại', 'bảo lộc']",https://batdongsan.vn/shophouse-thuong-mai-dau-tien-tai-bao-loc-r25321,"['milan', 'lộc', 'living', 'valley', 'wellness', 'tiên', 'khẳng', 'lát', 'the', 'ôm']","['the milan', 'bảo lộc', 'đề central', 'đẹp tựa', 'đường lát', 'đãi cam', 'đá đa', 'yêu khan', 'wellness living', 'vị tiên']","['ưu đãi cam', 'định vị tiên', 'đề central park', 'đẹp tựa sơn', 'đầu tiên the', 'đường lát đá', 'đương triệu giá', 'đãi cam kết', 'đá đa dạng', 'ôm trọn công']"
1374,"
														21 triệu																											",250.0,,," lạc long quân,điện dương , điện bàn , quảng nam ",,80716.0, 08:51 23/04/2022,các chủ đầu tư vòng lô lô duy nhất vị trí khu vực ven sông cổ cò đô thị điện nam điện ngọc . * mặt tiền sông triệu m2 hạ tầng giao thông đồng bộ rộng rãi m5 m5 m5 diện tích đa dạng từ m2 m2 m2 pháp lý hoàn chỉnh hạ tầng xong hỗ trợ vay ngân hàng không lãi suất nhận đặt cọc 60-90 triệu . * phía đông giáp sông cổ cò tổ hợp nghỉ dưỡng thiên đường cổ cò phía bắc giáp trục đường huyết mạch võ như hưng trần hưng đạo phía tây tiếp giáp khu dân cư hiện hữu phía nam tiếp giáp khu vực đô thị . * vị trí hữu dụng xung quanh lô đất công viên cây xanh công viên gym ngoài trời trung tâm thương mại . khu vui chơi trẻ em kết nối tp đà nẵng phút hội an phút ---------------------- liên hệ trực tiép đây ban qlda,"['sp mallorca', 'lô', 'cận kề', 'ven', 'sông', 'cổ', 'cò', 'giao thoa', 'đà nẵng', 'quảng nam']",https://batdongsan.vn/sp-mallorca-con-2-lo-can-ke-cuoi-cung-ven-song-co-co-giao-thoa-da-nang-quang-nam-r80716,"['cò', 'giáp', 'sông', 'lô', 'cổ', 'tiép', 'qlda', 'hạ', 'phút', 'hưng']","['cổ cò', 'sông cổ', 'giáp khu', 'tiếp giáp', 'hạ tầng', 'đồng rộng', 'đạo tây', 'đường cổ', 'điện ngọc', 'điện nam']","['tiếp giáp khu', 'sông cổ cò', 'đồng rộng rãi', 'đất công viên', 'đạo tây tiếp', 'đường cổ cò', 'đông giáp sông', 'điện ngọc mặt', 'điện nam điện', 'đa dạng pháp']"
448,"
														37 triệu														/tháng													",416.0,,," Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",,74811.0, 08:52 08/03/2022,cần thuê nhà kho xưởng sản xuất . 416 m2 16x26 trống suốt . nền bê tông mái xây dựng kiên cố điện fa thủy cục . hẻm xe tải thông tân kỳ tân quý kế eon tân phú . giá tr th giá rẻ thị trường hiện nay . lh thuê kho to nhỏ,"['kho', 'xưởng', 'sx', 'm2', 'hình', 'giá', 'rẻ', 'hẻm', 'tân kỳ', 'tân', 'quý']",https://batdongsan.vn/kho-xuong-sx-416m2-nhu-hinh-gia-re-hem-tan-ky-tan-quy-r74811,"['tân', 'eon', 'kho', 'cục', 'fa', 'to', 'suốt', 'bê', 'kiên', 'cố']","['tông mái', 'tân kỳ', 'suốt bê', 'quý kế', 'kế eon', 'hiện lh', 'eon tân', 'cục hẻm', 'thuê kho', 'xuất trống']","['tải thông tân', 'tông mái xây', 'tân quý kế', 'tân kỳ tân', 'trống suốt bê', 'trường hiện lh', 'thủy cục hẻm', 'thông tân kỳ', 'th giá rẻ', 'suốt bê tông']"
1209,"
														550 triệu																											",350.0,,,,,80714.0, 08:52 23/04/2022,vị trí đất tân lợi hớn quản bình phước cách ubnd tân hưng chợ tân hưng trường học trạm xá bán kính ngân hàng km gần sân bay lưỡng dụng dân cư hiện hữu lộ giới đg bê tông qh 18 đất nằm cụm kcn thanh an kcn tân lợi đường mở rộng đt đường thi công dự kiến 12/2022 ub tân hưng-ub tân lợi quy hoạch đồng bộ ngang chiết khấu chỉ vàng lh ib zalo nhật,"['cần', 'đất', 'm2', 'tr', 'thổ cư', 'bình phước']",https://batdongsan.vn/can-ban-dat-nen-350m2-550tr-co-tho-cu-binh-phuoc-r80714,"['tân', 'ub', 'hưng', 'lợi', 'kcn', 'lưỡng', 'hớn', 'qh', 'đg', 'ib']","['tân hưng', 'tân lợi', 'ub tân', 'đồng ngang', 'đất tân', 'đt đường', 'đg bê', 'zalo nhật', 'xá kính', 'vàng lh']","['đồng ngang chiết', 'đất tân lợi', 'đất nằm cụm', 'đường thi công', 'đường rộng đt', 'đt đường thi', 'đg bê tông', 'xá kính ngân', 'vàng lh ib', 'ubnd tân hưng']"
1246,"
														Thỏa thuận																											",210.0,6.0,6.0," Dự án Regal Maison Phú Yên, Đường Hùng Vương, Xã Bình Kiến, Tuy Hòa, Phú Yên",,64723.0, 08:53 03/03/2022,"mô tả dự án tên regal maison phú yên địa chỉ đại lộ hùng vương phường thành phố tuy hòa tỉnh phú yên quy mô 4,1 ha số lượng vốn đầu tư tỷ đồng chủ đầu tư đất xanh miền trung . ------------------------- chính sách thanh toán ưu đãi chiết khấu tỷ đồng thanh toán 2,87 tỷ thanh toán dàn trải hổ trợ vay bank lãi suất ân hạn nợ gốc tặng gói hoàn thiện nội thất khách hàng đầu tiên tặng gói du lịch tr gia đình . ------------------- thông tin sơ bộ tất cả sổ sở hữu lâu dài căn đơn m2 dt sàn m2 căn góc m2 dt sàn m2 căn đôi m2 dt sàn m2 . + đặc biệt ghép đôi góc mặt tiền đẹp xây dựng tầng hoàn thiện full mặt tường ốp đá marble nhập khẩu iran sơn đá kikusui nhật bản kính hộp kibing 24 mm phủ low lớp chống tia uv cách âm cách nhiệt hệ khung nhôm euro window phụ kiện inox hàn quốc ... vv","['ra mắt', 'shophouse', 'regal', 'maison', 'do', 'đxmt', 'làm', 'cđt', 'nhận', 'booking', 'giữ', 'chỗ', 'chỉ', 'với', '100tr']",https://batdongsan.vn/ra-mat-shophouse-regal-maison-do-dxmt-lam-cdt-nhan-booking-giu-ch-chi-voi-100tr-r64723,"['đôi', 'toán', 'gói', 'đá', 'dt', 'sàn', 'tặng', 'tỷ', 'window', 'uv']","['dt sàn', 'tặng gói', 'tỷ đồng', 'phú yên', 'yên quy', 'tả dự', 'trung sách', 'sàn đặc', 'quốc vv', 'đơn dt']","['đồng toán tỷ', 'đồng chủ đầu', 'yên địa đại', 'yên quy mô', 'vương phường thành', 'tỷ đồng toán', 'tỷ đồng chủ', 'tả dự án', 'trung sách toán', 'tiền đẹp xây']"
1506,"
														210 triệu														/tháng													",3300.0,,," Phường Tân Tạo, Bình Tân, Hồ Chí Minh",,74810.0, 08:53 08/03/2022,tổng dt 3300 m2 dt kho xưởng m2 = 20x90 van phong m2 giá triệu co pccc bình điện kva xe công di dc,"['cho thuê', 'kho', 'xưởng', 'kcn', 'tân tạo', 'm2', 'triệu', 'lh', 'a huy 0919228836']",https://batdongsan.vn/cho-thue-kho-xuong-trong-kcn-tan-tao-3300m2-210-trieu-lh-a-huy-0919228836-r74810,"['dc', 'van', 'dt', 'co', 'kva', 'pccc', 'phong', 'di', 'xưởng', 'kho']","['xưởng van', 'phong giá', 'pccc bình', 'di dc', 'công di', 'co pccc', 'triệu co', 'kva xe', 'van phong', 'dt dt']","['điện kva xe', 'xưởng van phong', 'xe công di', 'van phong giá', 'tổng dt dt', 'triệu co pccc', 'phong giá triệu', 'pccc bình điện', 'kva xe công', 'kho xưởng van']"
1132,"
														1.59 tỷ																											",160.0,,, Hùng Vương - Hải Lâm - Hải Lăng - Quảng Trị., Đông-Nam,80323.0, 08:54 22/04/2022,------------ ------------ diện tích m² 8 × 20 hướng đông nam giá xxx tiểu học mọi chi tiết liên hệ trương sơn ------------------------ địa ốc quảng trị sàn giao dịch bất động sản trụ sở lê duẩn đông lương đông hà quảng trị . # đất_nền_quảng_trị # địa_ốc_quảng_trị # mua_bán_đất_quảng_trị,"['chỉ', 'còn', 'lô', 'duy nhất', 'cách', 'mặt', 'tiền', 'ql1a', '300m', 'tại', 'hải lăng', 'quảng trị']",https://batdongsan.vn/chi-con-1-lo-duy-nhat-cach-mat-tien-ql1a-300m-tai-hai-lang-quang-tri-r80323,"['đất_nền_quảng_trị', 'mua_bán_đất_quảng_trị', 'đông', 'quảng', 'trị', 'địa_ốc_quảng_trị', 'trương', 'xxx', 'duẩn', 'ốc']","['quảng trị', 'địa_ốc_quảng_trị mua_bán_đất_quảng_trị', 'đất_nền_quảng_trị địa_ốc_quảng_trị', 'xxx tiểu', 'trị đất_nền_quảng_trị', 'học chi', 'hệ trương', 'trương sơn', 'sơn địa', 'sản trụ']","['đất_nền_quảng_trị địa_ốc_quảng_trị mua_bán_đất_quảng_trị', 'xxx tiểu học', 'trị đất_nền_quảng_trị địa_ốc_quảng_trị', 'trương sơn địa', 'tiểu học chi', 'sơn địa ốc', 'quảng trị đất_nền_quảng_trị', 'nam giá xxx', 'liên hệ trương', 'học chi tiết']"
2024,"
														12 tỷ																											",240.0,3.0,4.0,, Đông,81232.0, 08:54 24/04/2022,novaworld hồ tràm ------------- ♻ ----------- - bản giao hưởng giửa rừng biển thành phố hồ chí minh km di chuyển ô tô h30 phút đa dạng sắc màu tiện ích đẳng cấp quốc tế . novaworld hồ tràm thế giới biệt thự đơn lập hồ lagoon ▪ ︎ giá 12.5 tỷ giá bao gồm vat ▪ ︎ vốn đầu tư 1.9 tỷ 8/2023 ▪ ︎ ngân hàng hỗ trợ đóng gốc lãi 8/2023 ▪ ︎ ký hợp đồng mua bán ▪ ︎ diện tích 12x20 ▪ ︎ thiết kế lầu phong cách phục hưng cổ điển ▪ ︎ số phòng 3pn 4wc ▪ ︎ khoảng sân đậu ô tô ▪ ︎ view đường mét công viên xanh ▪ ︎ sau hồ lagoon 7.8 km số lượng quý anh chị nhu cầu tìm hiểu thăm quan dự án alo ☎ ️ lê quang mỹ # novaworld hồ tràm # novaland # timnhanhbatdongsan.com.vn,"['đầu tư', 'tiền', 'sở hữu second', 'home', 'view', 'biển']",https://batdongsan.vn/dau-tu-bao-nhieu-tien-de-so-huu-second-home-view-bien-r81232,"['tràm', 'novaworld', 'hồ', 'lagoon', 'timnhanhbatdongsan', 'giửa', 'km', 'tô', 'novaland', 'thăm']","['novaworld hồ', 'hồ tràm', 'hồ lagoon', 'đóng gốc', 'điển phòng', 'án alo', 'vat vốn', 'tế novaworld', 'tô view', 'tô phút']","['novaworld hồ tràm', 'đồng mua diện', 'đậu tô view', 'đường mét công', 'đơn lập hồ', 'đóng gốc lãi', 'điển phòng pn', 'đa dạng sắc', 'án alo lê', 'xanh hồ lagoon']"
